1,'Chicken','2020-09-15 00:00:00','2020-09-15 00:00:00',0,1,NULL
2,'Turkey','2020-09-15 00:00:00','2020-09-15 00:00:00',0,1,NULL
3,'Cattle','2020-09-25 00:00:00','2020-09-25 00:00:00',0,1,NULL
4,'Swine','2020-09-25 00:00:00','2020-09-25 00:00:00',0,1,NULL
5,'Equine','2020-09-25 00:00:00','2020-09-25 00:00:00',0,1,NULL
6,'Deer','2020-09-25 00:00:00','2020-09-25 00:00:00',0,1,NULL
7,'Bovine','2020-09-26 00:00:00','2020-09-26 00:00:00',0,1,NULL
