1,'C1','Piglet','2020-09-21 00:00:00','2020-09-21 00:00:00',4,0,1,NULL
2,'C2','Fattening pig','2020-09-21 00:00:00','2020-09-21 00:00:00',4,0,1,NULL
3,'C3','Sow',NULL,NULL,4,0,1,NULL
4,'C4','Boar',NULL,NULL,4,0,1,NULL
5,'C5','Gilt',NULL,NULL,4,0,1,NULL
